,coords,label
2071,"[ 0.27495968  0.91909283  0.00000008  0.40824738  0.86422884 -0.11968963
  0.52713001  0.78468144 -0.15337329  0.65715766  0.72539109 -0.16285607
  0.74989986  0.67413676 -0.15231083  0.49151289  0.52195376 -0.07981106
  0.49211788  0.35147041 -0.13554429  0.49722055  0.25832123 -0.16180377
  0.51338589  0.15091124 -0.17431514  0.39022225  0.53521574 -0.03639524
  0.34141123  0.45729452 -0.06446168  0.33997598  0.59726804 -0.03446128
  0.38986826  0.61959571 -0.00878846  0.29591629  0.55981481 -0.0132033
  0.24675891  0.4945398  -0.071432    0.26319385  0.63070792 -0.04248324
  0.32441419  0.65182936 -0.01170217  0.22100559  0.59343672 -0.00034723
  0.17134908  0.52644879 -0.03252657  0.1955463   0.62155122 -0.00863393
  0.23232207  0.66553301  0.01557767]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2072,"[ 0.63485241  0.9995327   0.00000074  0.77931285  0.91559863 -0.05852628
  0.82498568  0.76379991 -0.07059089  0.72934937  0.63876027 -0.07728141
  0.62494093  0.57870096 -0.08617552  0.82935035  0.64456874 -0.03510989
  0.8287093   0.46838701 -0.0760738   0.81769603  0.34443018 -0.11275974
  0.80614328  0.24085462 -0.14290899  0.73094535  0.61269975 -0.04130733
  0.72736019  0.41661143 -0.08375379  0.72121978  0.27257469 -0.12899828
  0.72072512  0.15360633 -0.16085322  0.63616461  0.62511492 -0.0554444
  0.63102877  0.43394923 -0.10994226  0.63512105  0.30299166 -0.1591592
  0.63822329  0.18876123 -0.18926479  0.53272432  0.67220622 -0.07308348
  0.5369308   0.53273976 -0.13123597  0.54920244  0.43864965 -0.16439399
  0.56208956  0.34917787 -0.18476488]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2073,"[ 0.8030417   0.25853008 -0.00000058  0.78752232  0.35435709 -0.23238069
  0.68525988  0.45150506 -0.31947303  0.59477478  0.55342346 -0.3521888
  0.50183201  0.61924458 -0.38015854  0.46628085  0.26129737 -0.30209777
  0.28704911  0.32538089 -0.38129675  0.17169192  0.3419829  -0.43308306
  0.07015148  0.35346997 -0.46675315  0.44744292  0.23976329 -0.1983186
  0.38350478  0.47242802 -0.29398069  0.43171147  0.62848914 -0.33010945
  0.48879182  0.72783649 -0.33755353  0.44947502  0.25617814 -0.10482325
  0.40873069  0.45734251 -0.19900122  0.46411729  0.53470236 -0.23190661
  0.49482614  0.56088316 -0.23152497  0.46860808  0.27855647 -0.02575451
  0.45249176  0.45213455 -0.10381225  0.49951279  0.51007199 -0.12659349
  0.54316467  0.53464204 -0.12166838]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2074,"[ 0.87789994  0.79845816 -0.00000165  0.90581572  0.6492542  -0.09228401
  0.81403756  0.50292784 -0.13738626  0.69342804  0.48373663 -0.18075095
  0.6260227   0.58292246 -0.20917626  0.60632479  0.4377259  -0.06680489
  0.51123434  0.33463761 -0.16426016  0.60769367  0.40740663 -0.20809172
  0.66632366  0.47097957 -0.22071964  0.54088616  0.52789015 -0.06204664
  0.45355797  0.4255566  -0.16836873  0.57293266  0.50197333 -0.19535594
  0.63481945  0.54485697 -0.18983059  0.50334603  0.6261124  -0.07378322
  0.42867258  0.55903232 -0.17612685  0.55752277  0.60037494 -0.17391008
  0.63478124  0.62759882 -0.14121492  0.47654164  0.72805178 -0.09394472
  0.3318294   0.65169495 -0.14620934  0.25317419  0.60376596 -0.1492784
  0.17421198  0.55160111 -0.13726184]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2075,"[ 0.41795135  0.35154796 -0.00000021  0.3918415   0.32634854  0.00251975
  0.37732103  0.29047167  0.00128683  0.37632704  0.26006079 -0.00220153
  0.38159978  0.2377944  -0.00356829  0.37172416  0.26419866  0.00585222
  0.37439406  0.22537911 -0.003908    0.38153467  0.23676923 -0.0113929
  0.38496476  0.25474983 -0.01429698  0.38894281  0.26324892  0.00004427
  0.39026958  0.22981279 -0.00489347  0.39660817  0.24024606 -0.00776951
  0.40020847  0.25677052 -0.00889259  0.40782028  0.26469287 -0.00674187
  0.40639931  0.23535371 -0.00879936  0.40979895  0.24532945 -0.00419834
  0.41051674  0.26023206 -0.00076561  0.42700833  0.26964426 -0.01383055
  0.4227314   0.24346395 -0.01131293  0.42350519  0.25126782 -0.00353902
  0.42372286  0.2629357   0.00235282]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2076,"[ 0.30410033  0.88137436  0.00000001  0.43011212  0.83196843 -0.11766788
  0.55215406  0.74780512 -0.14741704  0.68366075  0.6874029  -0.15577616
  0.78061801  0.63839734 -0.14829661  0.5154748   0.50906998 -0.06623165
  0.52552032  0.33398786 -0.10480387  0.52794421  0.2388539  -0.12031586
  0.53988457  0.14255378 -0.12866637  0.41456741  0.51440203 -0.02579641
  0.35143971  0.42683917 -0.06014132  0.34880531  0.54944462 -0.04351862
  0.39454642  0.58757615 -0.02454306  0.32134032  0.53310931 -0.00400457
  0.25985745  0.47013682 -0.06232424  0.27614087  0.59314764 -0.04518471
  0.33656052  0.62222952 -0.02116278  0.24587223  0.55850297  0.00715806
  0.19348481  0.49257961 -0.03250835  0.20924723  0.58074558 -0.02045196
  0.24816826  0.62702769 -0.00249984]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2077,"[ 0.84745938  0.44330961 -0.00000037  0.76785415  0.51138085 -0.16035795
  0.64107382  0.5760901  -0.19769074  0.54449928  0.63965976 -0.19388482
  0.45468599  0.69965297 -0.17642806  0.55471927  0.35694554 -0.12198463
  0.44387791  0.47682676 -0.14817914  0.39418036  0.55082434 -0.16093338
  0.34042463  0.59020638 -0.16461176  0.56508321  0.35270736 -0.03304164
  0.48203981  0.49162072 -0.07510417  0.55361176  0.52744085 -0.0848527
  0.59730375  0.4982942  -0.07520811  0.56973583  0.37387764  0.0431297
  0.49877566  0.48890626 -0.00564466  0.56656915  0.51457602 -0.02883783
  0.59298605  0.4819231  -0.0260713   0.55847967  0.38841897  0.10964794
  0.5138849   0.46283868  0.07289851  0.56101722  0.47984532  0.05243555
  0.59731156  0.45324105  0.05141553]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2078,"[ 0.34473294  0.77342397  0.00000136  0.48453352  0.75700694 -0.02182429
  0.61657625  0.69466192 -0.06662261  0.73688436  0.67347074 -0.11889426
  0.8535524   0.69284385 -0.17372614  0.48503149  0.41214791 -0.06325691
  0.61913872  0.32684657 -0.13584091  0.73994881  0.31877309 -0.18867452
  0.84175515  0.33240265 -0.2247833   0.43068558  0.39591041 -0.10188616
  0.59651631  0.28360978 -0.1698506   0.73617768  0.28092632 -0.20617145
  0.84523964  0.30756301 -0.23079687  0.39024776  0.41970202 -0.14610048
  0.55513942  0.31096828 -0.21096371  0.69911617  0.29856083 -0.23677593
  0.8149426   0.31307414 -0.25163639  0.37143099  0.47667167 -0.1931427
  0.49964052  0.38868284 -0.25145742  0.61250651  0.35890025 -0.27550495
  0.71180546  0.35518354 -0.29003847]","[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2079,"[ 0.43509299  0.94298363 -0.0000015   0.56998068  0.85722548 -0.13029107
  0.64701438  0.68549025 -0.30679959  0.6072647   0.52973926 -0.46185765
  0.53772128  0.43262205 -0.62674159  0.67669272  0.66584349 -0.532556
  0.72835451  0.44441026 -0.75714487  0.74822092  0.31632003 -0.89040351
  0.74941766  0.22693443 -0.97185063  0.55649298  0.68758655 -0.54440445
  0.54983425  0.43984655 -0.80576634  0.56089932  0.319594   -0.92184764
  0.56189251  0.27290049 -1.00240409  0.42529479  0.72211546 -0.53647292
  0.40741891  0.46867171 -0.73310459  0.4472023   0.39828277 -0.79045546
  0.47932473  0.37844354 -0.82395756  0.29914814  0.76338297 -0.53027827
  0.30771375  0.55640769 -0.65036756  0.33902788  0.49298257 -0.68706787
  0.37495896  0.49186599 -0.72047919]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
2080,"[ 0.47792763  0.95373863  0.000001    0.63512993  0.86200476 -0.0443671
  0.68811649  0.7093147  -0.02894238  0.62579209  0.5708831  -0.00673598
  0.53325236  0.52825141  0.01357115  0.65015352  0.57823372  0.02318876
  0.68463814  0.41940504  0.02922775  0.69917506  0.31957632  0.02119831
  0.70673704  0.22736314  0.00956262  0.5528751   0.56223667  0.02355762
  0.5643099   0.38424468  0.02563254  0.5636493   0.26738286  0.00306401
  0.56758207  0.16333425 -0.01424522  0.46010372  0.5778631   0.01624776
  0.44113454  0.40700409 -0.02244963  0.43186253  0.30055356 -0.07394421
  0.42618433  0.20924395 -0.10592526  0.3661027   0.62851882  0.00742135
  0.36573672  0.50300109 -0.04113144  0.40317655  0.55726808 -0.05171867
  0.43899369  0.63925272 -0.05374856]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2081,"[ 0.57957858  0.69413298 -0.00000084  0.70545566  0.62510967 -0.10840883
  0.78504884  0.44326144 -0.14851786  0.7032342   0.29217857 -0.17607047
  0.55111688  0.26204047 -0.18551052  0.71429729  0.24364448 -0.04673594
  0.65357816  0.10119013 -0.14181618  0.65876448  0.22573894 -0.1902135
  0.68180627  0.30286917 -0.20489796  0.58080405  0.25578627 -0.02214308
  0.51693922  0.1260938  -0.11720909  0.54489458  0.2877965  -0.13835308
  0.57891935  0.35796422 -0.12360142  0.46615827  0.29250655 -0.01588897
  0.3962774   0.15205921 -0.11263969  0.43909308  0.30175558 -0.09077621
  0.48313206  0.38717479 -0.04512423  0.35967922  0.35247692 -0.01806661
  0.30492356  0.2688022  -0.08500625  0.35130867  0.35190043 -0.06848865
  0.40439761  0.40963763 -0.03212626]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2082,"[ 0.56615907  0.92008317  0.00000126  0.70010602  0.82964325 -0.08599304
  0.75677657  0.68326867 -0.10721304  0.6696201   0.56462312 -0.1164364
  0.56611431  0.50990659 -0.12660496  0.67693269  0.52829909 -0.0392663
  0.68331379  0.36002451 -0.06216218  0.69118977  0.25044969 -0.0833524
  0.70007253  0.16840997 -0.10054991  0.59127092  0.52703792 -0.02953536
  0.58712304  0.34669584 -0.04494428  0.58943897  0.22283992 -0.07495654
  0.59716851  0.13138333 -0.09718472  0.51848102  0.55887383 -0.03222319
  0.4920162   0.37898523 -0.08257531  0.48363987  0.26279312 -0.15080635
  0.4798122   0.17433906 -0.19669743  0.44616342  0.61671978 -0.03998702
  0.41248849  0.53816962 -0.11168884  0.42488056  0.54319519 -0.15730439
  0.4377138   0.56848395 -0.18471313]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2083,"[ 0.53108144  0.84592485 -0.00000089  0.69764853  0.77101791 -0.10539973
  0.83666474  0.60987538 -0.14043729  0.76067531  0.43978959 -0.16418429
  0.60372674  0.411468   -0.1657023   0.74035954  0.43055263 -0.01067635
  0.70977247  0.29291573 -0.10082621  0.69952589  0.43575048 -0.15110467
  0.71618646  0.50430334 -0.16977504  0.62636298  0.41061357  0.01216151
  0.58211005  0.28987297 -0.08233621  0.59409058  0.45542422 -0.10587578
  0.6123572   0.50509632 -0.09348276  0.5234217   0.41058561  0.01393806
  0.46378988  0.29840529 -0.07789544  0.49063236  0.44837356 -0.05631236
  0.5153864   0.50339603 -0.01226322  0.41608024  0.42180911  0.00561475
  0.38128948  0.33599627 -0.03969923  0.40548313  0.43364447 -0.01315544
  0.42659724  0.48607248  0.02528574]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2084,"[ 0.57455975  0.91824526  0.00000139  0.69622499  0.8477875  -0.07985099
  0.75459105  0.68429786 -0.09522288  0.67303818  0.54692948 -0.09675679
  0.56804186  0.49728432 -0.09837516  0.6813609   0.5288415  -0.0511433
  0.72104663  0.35803443 -0.07625171  0.75437659  0.24805713 -0.09702227
  0.78885174  0.16490269 -0.112782    0.58393669  0.5176304  -0.0368029
  0.58835334  0.33976421 -0.05235577  0.60292619  0.22541153 -0.07436642
  0.62322319  0.14940622 -0.0897635   0.50500363  0.54864734 -0.03195833
  0.46389413  0.37637585 -0.07563353  0.45000294  0.26217616 -0.1282648
  0.44357342  0.18605772 -0.16223009  0.43074071  0.61491853 -0.03145313
  0.39831591  0.52110517 -0.08946788  0.40502268  0.52899837 -0.11780126
  0.4083882   0.56462944 -0.13222189]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2085,"[ 0.85021591  0.63665479 -0.00000115  0.85687017  0.47843319 -0.03125601
  0.75011933  0.29217279 -0.02730765  0.64119732  0.18770026 -0.03101874
  0.53639036  0.16706464 -0.02677799  0.58624053  0.31467083  0.01364406
  0.53324068  0.24404091 -0.05203261  0.63653135  0.30745083 -0.07475226
  0.70523942  0.36950222 -0.06498483  0.5509724   0.38964212  0.00411599
  0.49750054  0.30672798 -0.08745084  0.62967634  0.37873369 -0.11468422
  0.71102947  0.44680512 -0.09942008  0.51981175  0.47153175 -0.01774255
  0.47454697  0.40041634 -0.11155232  0.61311156  0.46454352 -0.11474352
  0.70201045  0.52335298 -0.07777527  0.49222603  0.5601871  -0.04084916
  0.37362495  0.46109825 -0.08273959  0.31668493  0.38584173 -0.08409012
  0.26110148  0.3165243  -0.06903864]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2086,"[ 0.56175768  0.90424263  0.00000034  0.66182476  0.90446723 -0.06760952
  0.75654012  0.81825876 -0.12741673  0.73818851  0.760584   -0.18696333
  0.64319223  0.75508827 -0.2481191   0.68946439  0.55564159 -0.09713674
  0.67351758  0.37989104 -0.17290533  0.67608202  0.25730696 -0.22259331
  0.66032118  0.15925878 -0.26056623  0.57961655  0.57766426 -0.11029588
  0.59846491  0.5113818  -0.21448642  0.64609784  0.67484695 -0.23113313
  0.64617437  0.74669862 -0.22230449  0.48660979  0.62748969 -0.12966923
  0.5055998   0.55855554 -0.22909787  0.56829679  0.70224005 -0.18922959
  0.56835365  0.76348639 -0.14302437  0.39625156  0.6959492  -0.15535766
  0.4328281   0.6693638  -0.22409962  0.48994407  0.76592767 -0.191403
  0.49512163  0.79886782 -0.15495524]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2087,"[ 0.47838056  0.93824136  0.00000093  0.6315999   0.83900684 -0.03970473
  0.68052149  0.69273257 -0.02323728  0.60528171  0.56514239 -0.00151715
  0.516931    0.52769601  0.01811774  0.65620893  0.57288164  0.02780437
  0.68902254  0.4173131   0.03279719  0.70183992  0.32047397  0.02459142
  0.70931542  0.23070836  0.01292361  0.56009221  0.55667508  0.02528378
  0.57567465  0.37945613  0.02546871  0.57449406  0.2632916   0.00129879
  0.57986867  0.16211388 -0.01751894  0.46819168  0.57152504  0.01494283
  0.45155665  0.40382981 -0.02365591  0.44338995  0.30061525 -0.07639735
  0.44165522  0.21236742 -0.10957938  0.37463748  0.62050503  0.00323022
  0.37097725  0.49618226 -0.04335962  0.40671247  0.54652905 -0.05527474
  0.44356859  0.62443697 -0.05924172]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2088,"[ 0.62448055  0.41518652 -0.00000036  0.60919261  0.44602168 -0.02252121
  0.5815056   0.46129313 -0.04003082  0.56796545  0.44547039 -0.0550982
  0.56589282  0.42203924 -0.0672074   0.52257115  0.42564031 -0.03339047
  0.52091366  0.42345148 -0.05704737  0.54506457  0.42937481 -0.07056512
  0.56059068  0.43241259 -0.07828188  0.53188944  0.39766762 -0.03344182
  0.54978484  0.39762652 -0.05548991  0.57787251  0.40836939 -0.06134472
  0.58901721  0.41290045 -0.06308686  0.54985517  0.37539256 -0.03588259
  0.57275367  0.37523752 -0.05580103  0.59792882  0.38829187 -0.05135252
  0.60769308  0.39619929 -0.04561567  0.57150608  0.35790932 -0.04059878
  0.59065378  0.35697094 -0.05389446  0.60926783  0.36937988 -0.04963155
  0.61529326  0.3772186  -0.0436331 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2089,"[ 0.78933907  0.70853937 -0.00000095  0.82914543  0.60553807 -0.04229456
  0.784437    0.47152278 -0.05459182  0.6930598   0.40089667 -0.06632762
  0.60828197  0.41087842 -0.06923626  0.66780084  0.39847484 -0.01177468
  0.63028151  0.30043578 -0.05541701  0.6715948   0.35576719 -0.07348209
  0.70638448  0.41183007 -0.0731293   0.61003089  0.44361678 -0.0164728
  0.5380134   0.35329419 -0.07447256  0.60740882  0.40414971 -0.09805949
  0.66015315  0.4454383  -0.09547666  0.56434584  0.50519997 -0.03068553
  0.54236299  0.45045841 -0.10077977  0.63882852  0.48931727 -0.12293755
  0.69944715  0.52583063 -0.11463978  0.5267055   0.57066375 -0.04585161
  0.43160003  0.51520145 -0.08220449  0.36571962  0.47556651 -0.09577034
  0.29811651  0.43595991 -0.09837078]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2090,"[ 0.62067699  0.95005643  0.00000103  0.73293597  0.87543511 -0.07501277
  0.76674843  0.74382943 -0.09539363  0.71902829  0.61899078 -0.1107023
  0.63169295  0.56923968 -0.12356982  0.7407456   0.61227494 -0.05094023
  0.76250517  0.44056642 -0.0875053   0.76685482  0.34148785 -0.11254609
  0.76794672  0.25605804 -0.12996885  0.64865321  0.60052061 -0.0410027
  0.61668181  0.43285489 -0.08763205  0.58861703  0.31691426 -0.1226391
  0.56854469  0.22602752 -0.14314416  0.56710303  0.62849772 -0.03829482
  0.52559555  0.51039183 -0.11162215  0.54193699  0.57776427 -0.13185127
  0.55700529  0.65381408 -0.12347773  0.4892562   0.68049943 -0.0406451
  0.45204639  0.58637363 -0.10385814  0.47292936  0.61498344 -0.11300835
  0.49688047  0.66583735 -0.10404883]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2091,"[ 0.59412318  0.99038458  0.00000076  0.74101877  0.91034055 -0.07476681
  0.78263944  0.75266719 -0.08971976  0.68640119  0.62026376 -0.09543018
  0.58615273  0.55241168 -0.10138252  0.7986443   0.60633767 -0.04244066
  0.79092371  0.42352912 -0.08839142  0.77490419  0.3049061  -0.12987354
  0.76428407  0.20223865 -0.16286442  0.6984396   0.58039129 -0.03939893
  0.69117278  0.38453394 -0.08447057  0.6739282   0.24452075 -0.13263574
  0.66740644  0.1237525  -0.1672291   0.60643822  0.59765983 -0.04616909
  0.59455085  0.40778005 -0.10310873  0.58855641  0.28320193 -0.15116374
  0.58497292  0.17460561 -0.18073978  0.50907779  0.65506822 -0.05831312
  0.5124929   0.51649696 -0.11903804  0.52138424  0.42550045 -0.15256269
  0.53320694  0.33538434 -0.17278454]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2092,"[ 0.54840475  0.70399499 -0.00000054  0.54345322  0.70854312 -0.12137192
  0.56728077  0.56377113 -0.17519721  0.5368818   0.40985104 -0.21631913
  0.46542978  0.31749159 -0.24189168  0.55078942  0.37300777 -0.08070567
  0.5096665   0.30507374 -0.20122388  0.51653397  0.43159521 -0.26282245
  0.52211148  0.50335777 -0.28572509  0.55304456  0.33540088 -0.06089608
  0.5064944   0.26675367 -0.18905872  0.52673131  0.44443566 -0.2190337
  0.54723793  0.52626699 -0.20650516  0.56252474  0.32584211 -0.06263193
  0.51976115  0.2606681  -0.19748184  0.54118848  0.44177026 -0.17756416
  0.56178349  0.52771187 -0.12773509  0.56479394  0.33359128 -0.07303293
  0.55502951  0.27925277 -0.16516584  0.56513917  0.39384532 -0.14777556
  0.5791747   0.45667347 -0.10908893]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2093,"[ 0.56563157  0.72515148 -0.00000125  0.70850277  0.65532547 -0.11735138
  0.78321862  0.46677923 -0.16230948  0.7074495   0.30572948 -0.19499549
  0.54940873  0.2870473  -0.20886205  0.70805889  0.24318138 -0.04665256
  0.64988899  0.11391926 -0.14366642  0.66493475  0.25645334 -0.19591999
  0.68273318  0.31642103 -0.21721484  0.57901281  0.25273383 -0.02467229
  0.51764792  0.12407194 -0.12803933  0.54750526  0.28369129 -0.15452135
  0.57869548  0.34445482 -0.1430081   0.46523827  0.29110813 -0.02307002
  0.39187545  0.15112527 -0.12523349  0.43629295  0.29634452 -0.10673926
  0.47558284  0.36787724 -0.06344181  0.36028552  0.35203099 -0.03162762
  0.30605334  0.26284251 -0.10090958  0.34549558  0.349915   -0.08612813
  0.38856128  0.40661311 -0.05219671]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2094,"[ 0.54351366  0.94576681  0.00000061  0.67660034  0.84103179 -0.04924785
  0.71318936  0.6650126  -0.05241163  0.63958371  0.53980404 -0.05305237
  0.53061634  0.54545152 -0.05288684  0.70678669  0.52985847  0.00526489
  0.71965921  0.36642057 -0.00865718  0.7154718   0.26859725 -0.03386277
  0.70601779  0.18192244 -0.05834797  0.62698436  0.51483727  0.00148348
  0.64005601  0.33799705 -0.00812171  0.6451062   0.21726686 -0.03695331
  0.64560622  0.11554807 -0.062193    0.54865122  0.53621131 -0.01140143
  0.55559385  0.36946976 -0.02822012  0.56906617  0.25927386 -0.06246601
  0.57517815  0.17056236 -0.08806212  0.46627292  0.58398658 -0.03068486
  0.46371174  0.45455125 -0.04825545  0.47720787  0.36277613 -0.0641141
  0.48829013  0.28465733 -0.07855902]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2095,"[ 0.86636031  0.66376281  0.00000076  0.86751133  0.53581226 -0.05013739
  0.76777714  0.41731769 -0.05765824  0.67605788  0.35670158 -0.06548481
  0.61507738  0.30448744 -0.06936332  0.60255581  0.4330397  -0.034706
  0.46283212  0.39810434 -0.07854149  0.37302262  0.38131019 -0.10053413
  0.29210821  0.37426221 -0.11028367  0.56641519  0.51164949 -0.04411748
  0.40255839  0.46411303 -0.10396435  0.29324517  0.43060583 -0.13594459
  0.19940597  0.41205689 -0.14235422  0.56671917  0.59636796 -0.06021941
  0.56763846  0.53836185 -0.1553469   0.67433685  0.53695101 -0.17238772
  0.74317104  0.55099303 -0.14938983  0.59138185  0.68120188 -0.07921457
  0.62036639  0.61987758 -0.15184407  0.70821321  0.60966241 -0.15452521
  0.76491141  0.61785102 -0.13395834]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2096,"[ 0.4657276   0.78459156 -0.0000009   0.58467001  0.68000245 -0.10600115
  0.63832474  0.51707852 -0.13761014  0.60975206  0.34248787 -0.15957776
  0.56826472  0.20584275 -0.15527239  0.63853538  0.36669961 -0.00259291
  0.65599835  0.26171225 -0.10772155  0.6517238   0.40241808 -0.14934917
  0.64395136  0.44897127 -0.15866672  0.52857196  0.36379868  0.01647371
  0.53805751  0.28488278 -0.09093956  0.55636251  0.4651134  -0.09859132
  0.55706137  0.47107196 -0.07435136  0.42126727  0.38241372  0.00756535
  0.43179807  0.34739274 -0.12043533  0.46601924  0.51142675 -0.09594057
  0.46655965  0.51201677 -0.04316344  0.31327832  0.41270119 -0.00924562
  0.35031539  0.39808992 -0.08073915  0.38457775  0.50587785 -0.05837351
  0.37760374  0.51628929 -0.02006683]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
